,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
34601,1137,192.168.1.3-192.168.1.2-20000-51701,192.168.1.3,192.168.1.2,20000,51701,6, 16/05/2020  21:47:52 ,27933398,15,15,105,90,30,117,102,72,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.8,0.774596669,7,4,6.8,0.774596669,5,2,4.8,0.774596669,7.947475635,6.873492441,3.651542859,1.073983194,963220.6207,1013878.4,2000365,179,27933398,1995242.714,21726.19373,2001373,1919759,27932208,1995157.714,21990.06157,2001364,1918758,150,15,60,150,15,30,0.536991597,0.536991597,7.4,5,8,0.674664668,0.455172414,6.4,4,7,0.674664668,0.455172414,3.4,2,5,1.52224879,2.317241379,0,0,0,0,0,0,0,0,11,1,30,OUTSTATION,1,129,0,0,0,15,15,NORMAL
129,20,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  19:21:09 ,119047077,10,3,89,79,59,21,18,6,17,8,8.9,2.846049894,16,7,7.9,2.846049894,14,5,5.9,2.846049894,7,7,7,0,6,6,6,0,2,2,2,0,0.924004207,0.81480371,0.546002486,0.109200497,9920589.75,8570473.246,33970951,16433,119047077,13227453,8542273.368,33970951,6037801,43879084,21939542,22463236.7,37823449,6055635,100,10,20,30,3,12,0.084000382,0.025200115,8.461538462,7,17,2.601774542,6.769230769,7.461538462,6,16,2.601774542,6.769230769,5,2,14,3,9,391781.6,1233159.048,3901383,0,11512926.1,8487275.488,33970951,6037801,1,13,13,MASTER,1,129,0,0,0,10,3,REPLAY
1359,163,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  14:02:21 ,118336289,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63341233,14.5686502,11.3574628,1.064762137,946690.312,997605.183,2070979,203,118335992,1939934.295,314684.2424,2071287,250991,118336030,1878349.683,461952.8263,2071285,358,620,62,124,640,64,256,0.523930576,0.540831562,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
24987,118,192.168.1.11-192.168.1.4-36782-20000,192.168.1.11,192.168.1.4,36782,20000,6, 16/05/2020  15:35:37 ,328,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3070121.951,3064024.39,3045731.707,6097.560976,328,-1,328,328,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3048.780488,3048.780488,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
848,118,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  15:16:41 ,118222733,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64842863,14.58264376,11.36837194,1.065784869,945781.864,992700.9943,2063029,384,118221859,1938063.262,290604.7661,2063733,376982,118222015,1876539.921,446154.0075,2063625,384,620,62,124,640,64,256,0.524433824,0.541351045,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
37913,101,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  03:02:30 ,119533825,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.47679077,14.42269584,11.24367935,1.054094939,956270.6,994573.5406,2074576,252,119533029,1959557.852,220267.3588,2075446,498121,119532978,1897348.857,408471.8826,2075181,252,620,62,124,640,64,256,0.518681637,0.535413302,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
24421,113,192.168.1.1-192.168.1.3-38224-20000,192.168.1.1,192.168.1.3,38224,20000,6, 16/05/2020  15:33:54 ,349,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2885386.819,2879656.16,2862464.183,5730.659026,349,-1,349,349,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2865.329513,2865.329513,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
23691,343,192.168.1.11-192.168.1.6-43510-20002,192.168.1.11,192.168.1.6,43510,20002,6, 16/05/2020  00:34:03 ,118045577,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0785355,14.94338072,11.5209738,1.135154772,887560.7293,962448.6003,2000338,216,118044962,1816076.338,448637.6188,2004947,240384,118044898,1761864.149,540639.0279,2005071,216,660,66,132,680,68,272,0.559106082,0.57604869,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,14,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
35481,344,192.168.1.3-192.168.1.2-20000-48584,192.168.1.3,192.168.1.2,20000,48584,6, 16/05/2020  20:18:27 ,25854948,16,15,556,540,476,126,111,81,282,7,34.75,78.25811992,281,6,33.75,78.25811992,277,2,29.75,78.25811992,17,5,8.4,2.501428163,16,4,7.4,2.501428163,14,2,5.4,2.501428163,26.37792967,25.17893287,21.54326514,1.198996803,861831.6,998280.9347,2000955,178,25854948,1723663.2,688462.1684,2001289,22872,25854127,1846723.357,526669.3442,2001257,22689,160,16,64,150,15,30,0.61883706,0.580159744,22,5,282,56.9584644,3244.266667,21,4,281,56.9584644,3244.266667,17.96774194,2,277,56.72829034,3218.098925,0,0,0,0,0,0,0,0,11,1,31,OUTSTATION,1,129,0,0,0,15,16,NORMAL
18405,757,192.168.1.12-192.168.1.3-50547-20003,192.168.1.12,192.168.1.3,50547,20003,6, 16/05/2020  02:18:05 ,118064556,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07595086,14.94097856,11.51912179,1.134972294,887703.4286,971863.1764,2001985,601,118063699,1816364.6,492909.2495,2002862,15990,118063679,1762144.463,572657.5205,2003054,15883,660,66,132,680,68,272,0.559016205,0.57595609,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,11,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
6635,437,192.168.1.1-192.168.1.4-37319-20001,192.168.1.1,192.168.1.4,37319,20001,6, 15/05/2020  03:08:06 ,118056030,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20417017,15.08605702,11.71477645,1.118113154,901191.0687,992650.246,2001662,74,118055876,1844623.063,520801.064,2001819,13976,118055913,1788725.955,599788.9183,2001751,14263,650,65,130,670,67,268,0.550586023,0.567527131,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,12,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
24029,681,192.168.1.11-192.168.1.7-40107-20002,192.168.1.11,192.168.1.7,40107,20002,6, 16/05/2020  02:00:04 ,118057651,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07689111,14.94185243,11.51979553,1.135038677,887651.5113,972413.8034,2001277,472,118056984,1816261.292,492242.1948,2002003,15139,118056995,1762044.701,574144.949,2002091,472,660,66,132,680,68,272,0.559048901,0.575989776,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,15,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
17808,160,192.168.1.12-192.168.1.5-56527-20003,192.168.1.12,192.168.1.5,56527,20003,6, 15/05/2020  23:50:01 ,118059996,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07657178,14.94155565,11.51956671,1.135016132,887669.1429,982993.3596,2001721,313,118059155,1816294.692,531953.2814,2002533,4929,118059154,1762076.925,609348.2458,2002558,313,660,66,132,680,68,272,0.559037796,0.575978336,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
30874,1018,192.168.1.5-192.168.1.12-20000-39600,192.168.1.5,192.168.1.12,20000,39600,6, 16/05/2020  18:18:10 ,183,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,5502732.24,5491803.279,5459016.393,10928.96175,183,-1,183,183,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,5464.480874,5464.480874,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
37823,11,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  00:02:05 ,118425837,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62159109,14.55763407,11.34887482,1.063957015,947406.696,994475.0156,2080232,298,118425160,1941396.066,291660.6687,2081103,336006,118424963,1879761.317,447250.0028,2080967,298,620,62,124,640,64,256,0.523534404,0.540422611,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
1926,6,192.168.1.1-192.168.1.7-43417-20001,192.168.1.1,192.168.1.7,43417,20001,6, 14/05/2020  23:30:00 ,118059641,67,69,584,517,383,1371,1302,1026,17,8,8.71641791,2.158885586,16,7,7.71641791,2.158885586,14,5,5.71641791,2.158885586,282,7,19.86956522,53.81665854,281,6,18.86956522,53.81665854,277,2,14.86956522,53.81665854,16.55942694,15.40746681,11.93464581,1.151960135,874515.8593,963692.3136,2000704,435,118058855,1788770.53,506964.7466,2001623,136689,118058917,1736160.544,584884.5348,2001556,435,670,67,134,690,69,276,0.567509772,0.584450363,14.375,7,282,38.63215653,1492.443519,13.375,6,281,38.63215653,1492.443519,10.36029412,2,277,38.49957629,1482.217375,0,0,0,0,0,0,0,0,2,15,136,MASTER,1,129,0,0,0,67,69,DISABLE_UNSOLICITED
206,97,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  22:10:10 ,109073527,5,5,67,62,52,1029,1024,1004,17,8,13.4,4.929503018,16,7,12.4,4.929503018,14,5,10.4,4.929503018,282,7,205.8,120.2380971,281,6,204.8,120.2380971,277,2,200.8,120.2380971,10.04826772,9.956586441,9.681542617,0.091681275,12119280.78,17572347.85,52375222,8229,104000024,26000006,19853409.01,52375222,7025883,13289973,3322493.25,6459375.677,13010097,8229,50,5,10,50,5,20,0.045840637,0.045840637,109.6,7,282,129.3017143,16718.93333,108.6,6,281,129.3017143,16718.93333,105.6,2,277,128.4767164,16506.26667,46646,114258.8985,279876,0,18132275.17,19075910.1,52375222,5073503,1,13,10,MASTER,1,129,0,0,0,5,5,REPLAY
139,30,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  19:44:17 ,94105091,9,5,72,63,45,479,474,454,8,8,8,0,7,7,7,0,5,5,5,0,282,7,95.8,127.238752,281,6,94.8,127.238752,277,2,90.8,127.238752,5.855156125,5.706386278,5.302582408,0.148769847,7238853.154,6357918.701,19038854,293351,94105091,11763136.38,6170102.138,22000021,4018087,31046624,7761656,11222056.97,24357837,293351,90,9,18,50,5,20,0.095637759,0.053132088,39.35714286,7,282,82.99083095,6887.478022,38.35714286,6,281,82.99083095,6887.478022,35.64285714,2,277,82.47200657,6801.631868,1487646.143,2631697.407,6395436,0,11496048.57,5655226.354,19038854,5577044,1,13,14,MASTER,1,129,0,0,0,9,5,REPLAY
31807,154,192.168.1.12-192.168.1.5-40192-20000,192.168.1.12,192.168.1.5,40192,20000,6, 16/05/2020  20:12:41 ,405,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2486419.753,2481481.481,2466666.667,4938.271605,405,-1,405,405,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2469.135802,2469.135802,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
34947,24,192.168.1.11-192.168.1.4-38618-20000,192.168.1.11,192.168.1.4,38618,20000,6, 16/05/2020  19:10:08 ,117,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,8606837.607,8589743.59,8538461.538,17094.01709,117,-1,117,117,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,8547.008547,8547.008547,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
25893,459,192.168.1.12-192.168.1.5-39436-20000,192.168.1.12,192.168.1.5,39436,20000,6, 16/05/2020  18:00:51 ,278,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3622302.158,3615107.914,3593525.18,7194.244604,278,-1,278,278,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3597.122302,3597.122302,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
725,115,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  15:10:52 ,118496866,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67973958,14.60798128,11.38426733,1.071758303,940451.3175,988846.2651,2073348,317,118495976,1911225.419,347977.9141,2074069,137893,118495835,1880886.27,431620.346,2204101,317,630,63,126,640,64,256,0.531659631,0.540098672,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,STOP_APP
26832,157,192.168.1.4-192.168.1.2-20000-36731,192.168.1.4,192.168.1.2,20000,36731,6, 16/05/2020  15:06:31 ,28867564,18,17,570,552,480,142,125,91,282,7,31.66666667,74.05641729,281,6,30.66666667,74.05641729,277,2,26.66666667,74.05641729,17,5,8.352941176,2.343639703,16,4,7.352941176,2.343639703,14,2,5.352941176,2.343639703,24.66436032,23.45192688,19.77998559,1.212433443,849046,960496.6625,2000285,227,28867564,1698092,611847.0921,2001389,396,28866202,1804137.625,441823.1893,2001128,664021,180,18,72,170,17,34,0.623537199,0.588896244,20.34285714,5,282,53.70778389,2884.52605,19.34285714,4,281,53.70778389,2884.52605,16.31428571,2,277,53.49368925,2861.57479,0,0,0,0,0,0,0,0,12,1,35,OUTSTATION,1,129,0,0,0,17,18,NORMAL
3373,493,192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002,6, 15/05/2020  01:32:04 ,118055777,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.2042049,15.08608935,11.71480156,1.11811555,901189.1374,984162.2341,2000896,311,118055194,1844612.406,484318.9779,2001674,26793,118055085,1788713.409,572663.9206,2001551,311,650,65,130,670,67,268,0.550587203,0.567528347,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,16,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
24701,393,192.168.1.3-192.168.1.1-20000-39340,192.168.1.3,192.168.1.1,20000,39340,6, 16/05/2020  17:33:11 ,96,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,10489583.33,10468750,10406250,20833.33333,96,-1,96,96,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,10416.66667,10416.66667,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
11530,81,192.168.1.11-192.168.1.3-51222-20002,192.168.1.11,192.168.1.3,51222,20002,6, 15/05/2020  18:40:00 ,118048196,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07817878,14.94304919,11.5207182,1.135129587,887580.4211,963555.982,2000491,340,118047126,1816109.631,452893.8527,2001380,368338,118047293,1761899.896,543933.8142,2001272,340,660,66,132,680,68,272,0.559093677,0.57603591,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,11,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
24642,334,192.168.1.1-192.168.1.3-39104-20000,192.168.1.1,192.168.1.3,39104,20000,6, 16/05/2020  17:08:06 ,181,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,5563535.912,5552486.188,5519337.017,11049.72376,181,-1,181,181,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,5524.861878,5524.861878,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
34005,541,192.168.1.4-192.168.1.2-20000-46740,192.168.1.4,192.168.1.2,20000,46740,6, 16/05/2020  20:22:48 ,19854830,11,11,77,66,22,85,74,52,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.727272727,0.904534034,7,4,6.727272727,0.904534034,5,2,4.727272727,0.904534034,8.159223725,7.051180997,3.727052813,1.108042728,945468.0952,1015813.944,2000516,209,19854830,1985483,49026.47777,2001333,1845952,19853727,1985372.7,49317.08539,2001408,1845015,110,11,44,110,11,22,0.554021364,0.554021364,7.363636364,5,8,0.7267314,0.528138528,6.363636364,4,7,0.7267314,0.528138528,3.363636364,2,5,1.528941574,2.337662338,0,0,0,0,0,0,0,0,12,1,22,OUTSTATION,1,129,0,0,0,11,11,NORMAL
30766,230,192.168.1.1-192.168.1.3-40500-20000,192.168.1.1,192.168.1.3,40500,20000,6, 16/05/2020  20:42:51 ,319,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3156739.812,3150470.219,3131661.442,6269.592476,319,-1,319,319,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3134.796238,3134.796238,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
1405,209,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  14:48:27 ,118350388,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63154994,14.56691464,11.35610979,1.064635293,946803.104,995129.9637,2201489,200,118350042,1940164.623,297300.3984,2201736,334967,118350058,1878572.349,450674.7418,2201721,526,620,62,124,640,64,256,0.52386816,0.540767133,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
14856,75,192.168.1.12-192.168.1.7-52856-20003,192.168.1.12,192.168.1.7,52856,20003,6, 15/05/2020  18:56:03 ,118049875,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0779501,14.94283666,11.52055434,1.135113443,887593.0451,966538.7457,2001085,126,118049664,1816148.677,463755.5426,2001245,106258,118049682,1761935.552,552695.1868,2001647,472,660,66,132,680,68,272,0.559085725,0.576027717,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,15,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
31244,598,192.168.1.5-192.168.1.2-20000-59902,192.168.1.5,192.168.1.2,20000,59902,6, 16/05/2020  16:49:51 ,23864779,13,13,91,78,26,101,88,62,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.769230769,0.832050294,7,4,6.769230769,0.832050294,5,2,4.769230769,0.832050294,8.04532906,6.955857416,3.687442486,1.089471644,954591.16,1014086.091,2000887,290,23864779,1988731.583,42491.68531,2001216,1853803,23863921,1988660.083,42758.22223,2001177,1852885,130,13,52,130,13,26,0.544735822,0.544735822,7.384615385,5,8,0.697247335,0.486153846,6.384615385,4,7,0.697247335,0.486153846,3.384615385,2,5,1.525173382,2.326153846,0,0,0,0,0,0,0,0,13,1,26,OUTSTATION,1,129,0,0,0,13,13,NORMAL
2392,447,192.168.1.2-192.168.1.7-33429-20000,192.168.1.2,192.168.1.7,33429,20000,6, 15/05/2020  03:12:07 ,118061060,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66985761,14.60261326,11.3839398,1.067244356,944488.48,1000805.26,2001488,173,118060738,1935421.934,355447.5685,2001793,16732,118060852,1873981.778,484136.468,2001661,16918,620,62,124,640,64,256,0.525151985,0.542092372,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,15,126,MASTER,1,129,0,0,0,62,64,NORMAL
